id,trial_all,block,trial_inblock,condition,cue,direction,choice,response,rt,correct
511,0,0,0,neutral,none,right,right,1,0.745553300017491,1
511,1,0,1,neutral,none,left,left,0,0.45515659998636693,1
511,2,0,2,invalid,right,left,left,0,0.6210894000250846,1
511,3,0,3,invalid,left,right,right,1,0.8298208999913186,1
511,4,0,4,valid,right,right,right,1,0.906076600018423,1
511,5,0,5,valid,right,right,left,0,0.7721493999706581,0
511,6,0,6,valid,right,right,left,0,0.6217207000008784,0
511,7,0,7,valid,right,right,right,1,0.7914183999528177,1
511,8,0,8,neutral,none,left,left,0,0.8102075000060722,1
511,9,0,9,neutral,none,left,right,1,1.0511011999915354,0
511,10,0,10,neutral,none,right,right,1,0.6261315000010654,1
511,11,0,11,invalid,left,right,right,1,0.8295924999983981,1
511,12,0,12,neutral,none,left,right,1,1.088250300032087,0
511,13,0,13,valid,right,right,right,1,0.8396725000347942,1
511,14,0,14,valid,left,left,right,1,0.7430042999912985,0
511,15,0,15,neutral,none,right,right,1,0.635109199967701,1
511,16,0,16,neutral,none,right,left,0,NA,0
511,17,0,17,valid,right,right,right,1,0.4362667000386864,1
511,18,0,18,invalid,right,left,left,0,0.5825278999982402,1
511,19,0,19,neutral,none,left,left,0,0.7165462999837473,1
511,20,0,20,valid,right,right,right,1,0.6912085000076331,1
511,21,0,21,neutral,none,right,right,1,0.6070992000168189,1
511,22,0,22,valid,right,right,right,1,0.5157070999848656,1
511,23,0,23,valid,left,left,left,0,0.38341239996952936,1
511,24,0,24,invalid,right,left,left,0,0.3888535000151023,1
511,25,0,25,neutral,none,right,right,1,0.5183024000143632,1
511,26,0,26,neutral,none,left,left,0,0.7061345999827608,1
511,27,0,27,valid,left,left,left,0,0.405241499945987,1
511,28,0,28,valid,right,right,right,1,0.36530750000383705,1
511,29,0,29,invalid,left,right,right,1,0.46610349998809403,1
511,30,0,30,invalid,left,right,right,1,0.550852499960456,1
511,31,0,31,neutral,none,right,left,0,0.4597780000185594,0
511,32,0,32,valid,right,right,right,1,0.6237425000290386,1
511,33,0,33,neutral,none,right,right,1,0.4903207999886945,1
511,34,0,34,neutral,none,left,left,0,0.4316828000009991,1
511,35,0,35,valid,left,left,left,0,0.3395122000365518,1
511,36,0,36,valid,left,left,left,0,0.3398903000052087,1
511,37,0,37,valid,right,right,right,1,0.4151410000049509,1
511,38,0,38,neutral,none,left,left,0,0.41471080004703254,1
511,39,0,39,neutral,none,right,right,1,0.4472014000057243,1
511,40,0,40,neutral,none,right,right,1,0.3927000999683514,1
511,41,0,41,neutral,none,right,left,0,0.35187489999225363,0
511,42,0,42,valid,left,left,left,0,0.5562047999701463,1
511,43,0,43,valid,left,left,left,0,0.3649431999656372,1
511,44,0,44,valid,right,right,right,1,0.32898930000374094,1
511,45,0,45,valid,left,left,left,0,0.3944940000073984,1
511,46,0,46,valid,right,right,right,1,0.3693185999873094,1
511,47,0,47,neutral,none,right,left,0,0.4604365000268445,0
511,48,0,48,neutral,none,right,right,1,0.6494496999657713,1
511,49,0,49,valid,right,right,left,0,0.33386529999552295,0
511,50,0,50,neutral,none,left,right,1,0.3847588000353426,0
511,51,0,51,neutral,none,left,left,0,0.4681424000300467,1
511,52,0,52,neutral,none,left,left,0,0.7395118999993429,1
511,53,0,53,valid,left,left,right,1,0.6449344999855384,0
511,54,0,54,valid,right,right,left,0,0.5346186000388116,0
511,55,0,55,neutral,none,right,right,1,0.35767309996299446,1
511,56,0,56,valid,left,left,left,0,0.4054275000235066,1
511,57,0,57,valid,left,left,left,0,0.42813730001216754,1
511,58,0,58,valid,left,left,left,0,0.3998918999568559,1
511,59,0,59,neutral,none,left,right,1,0.33276760001899675,0
511,60,0,60,neutral,none,left,right,1,0.3343497000169009,0
511,61,0,61,neutral,none,right,right,1,0.7227603999781422,1
511,62,0,62,invalid,right,left,right,1,0.3087816000333987,0
511,63,0,63,valid,left,left,left,0,0.2866317999432795,1
511,64,0,64,valid,left,left,left,0,0.3712047000299208,1
511,65,0,65,neutral,none,left,left,0,0.3561094999895431,1
511,66,0,66,neutral,none,right,right,1,0.30925230000866577,1
511,67,0,67,neutral,none,right,left,0,0.3558411000412889,0
511,68,0,68,valid,right,right,right,1,0.253524900006596,1
511,69,0,69,valid,left,left,left,0,0.29633639997337013,1
511,70,0,70,valid,left,left,left,0,0.2997921000351198,1
511,71,0,71,neutral,none,left,right,1,0.339375099982135,0
511,72,0,72,neutral,none,right,right,1,0.5082648000097834,1
511,73,0,73,neutral,none,right,left,0,0.4049212000099942,0
511,74,0,74,neutral,none,left,right,1,0.3924587999936193,0
511,75,0,75,neutral,none,left,left,0,0.4614681000239216,1
511,76,0,76,neutral,none,left,right,1,0.6840731000411324,0
511,77,0,77,neutral,none,right,right,1,0.5181982000358403,1
511,78,0,78,neutral,none,left,left,0,0.43444300000555813,1
511,79,0,79,neutral,none,left,right,1,0.34866419999161735,0
511,80,1,0,neutral,none,right,right,1,0.5632688000332564,1
511,81,1,1,neutral,none,left,left,0,0.6153132999897934,1
511,82,1,2,valid,right,right,right,1,0.3482804999803193,1
511,83,1,3,valid,right,right,right,1,0.35736419999739155,1
511,84,1,4,valid,left,left,left,0,0.4646233000094071,1
511,85,1,5,invalid,right,left,right,1,0.3562095999950543,0
511,86,1,6,neutral,none,left,left,0,0.45384670002385974,1
511,87,1,7,valid,right,right,right,1,0.4014286000165157,1
511,88,1,8,neutral,none,left,left,0,0.4784665000042878,1
511,89,1,9,neutral,none,right,right,1,0.36389949999284,1
511,90,1,10,valid,left,left,left,0,0.4013461000286042,1
511,91,1,11,valid,left,left,left,0,0.364438499964308,1
511,92,1,12,valid,left,left,left,0,0.2573574000271037,1
511,93,1,13,valid,right,right,right,1,0.3840755000128411,1
511,94,1,14,neutral,none,right,right,1,0.5344870000262745,1
511,95,1,15,neutral,none,left,left,0,0.6675538999843411,1
511,96,1,16,neutral,none,left,right,1,0.4952098000212573,0
511,97,1,17,invalid,right,left,left,0,0.4546154999989085,1
511,98,1,18,valid,right,right,right,1,0.35770319995936006,1
511,99,1,19,neutral,none,left,left,0,0.45572860003449023,1
511,100,1,20,neutral,none,right,right,1,0.5085278999758884,1
511,101,1,21,valid,right,right,right,1,0.3409504999872297,1
511,102,1,22,invalid,left,right,left,0,0.43958679999923334,0
511,103,1,23,valid,right,right,right,1,0.579016599978786,1
511,104,1,24,neutral,none,right,right,1,0.5746667999774218,1
511,105,1,25,neutral,none,right,right,1,0.46078969998052344,1
511,106,1,26,neutral,none,right,right,1,0.48341179999988526,1
511,107,1,27,valid,left,left,left,0,0.30802980001317337,1
511,108,1,28,neutral,none,left,right,1,0.3606529000098817,0
511,109,1,29,neutral,none,right,left,0,0.6177878999733366,0
511,110,1,30,valid,left,left,left,0,0.49900279997382313,1
511,111,1,31,valid,left,left,left,0,0.36227969999890774,1
511,112,1,32,neutral,none,right,right,1,0.3945281999767758,1
511,113,1,33,neutral,none,right,left,0,0.5047422999632545,0
511,114,1,34,neutral,none,right,right,1,0.5712149000028148,1
511,115,1,35,valid,right,right,right,1,0.34717610001098365,1
511,116,1,36,neutral,none,right,right,1,0.3961506999912672,1
511,117,1,37,neutral,none,right,left,0,0.4944118999992497,0
511,118,1,38,neutral,none,left,right,1,0.29850630002329126,0
511,119,1,39,neutral,none,left,left,0,0.559108599962201,1
511,120,1,40,valid,right,right,right,1,0.45442930003628135,1
511,121,1,41,valid,left,left,left,0,0.33687939995434135,1
511,122,1,42,valid,right,right,right,1,0.31058210000628605,1
511,123,1,43,invalid,left,right,left,0,0.367848200025037,0
511,124,1,44,neutral,none,left,right,1,0.36475339997559786,0
511,125,1,45,valid,right,right,right,1,0.3515156999928877,1
511,126,1,46,neutral,none,right,left,0,0.37373059999663383,0
511,127,1,47,neutral,none,left,right,1,0.43069230002583936,0
511,128,1,48,invalid,right,left,left,0,0.5635069999843836,1
511,129,1,49,valid,left,left,left,0,0.5446898999507539,1
511,130,1,50,valid,left,left,right,1,0.5146298999898136,0
511,131,1,51,valid,left,left,left,0,0.417506699974183,1
511,132,1,52,neutral,none,right,left,0,0.31747479998739436,0
511,133,1,53,valid,right,right,right,1,0.3584182999911718,1
511,134,1,54,valid,left,left,left,0,0.24130190000869337,1
511,135,1,55,valid,left,left,left,0,0.32094070001039654,1
511,136,1,56,valid,right,right,right,1,0.3075323000084609,1
511,137,1,57,neutral,none,left,left,0,0.410674899991136,1
511,138,1,58,neutral,none,left,right,1,0.4034404999692924,0
511,139,1,59,valid,right,right,right,1,0.2968546999618411,1
511,140,1,60,neutral,none,left,left,0,0.4007428999757394,1
511,141,1,61,neutral,none,right,right,1,0.4022844000137411,1
511,142,1,62,neutral,none,right,right,1,0.33501759998034686,1
511,143,1,63,valid,right,right,left,0,0.3698123999638483,0
511,144,1,64,valid,left,left,left,0,0.6163077999954112,1
511,145,1,65,neutral,none,left,right,1,0.3493589999852702,0
511,146,1,66,neutral,none,left,left,0,0.4789888000232167,1
511,147,1,67,invalid,left,right,left,0,0.4003585000173189,0
511,148,1,68,valid,right,right,right,1,0.5181180000072345,1
511,149,1,69,valid,left,left,left,0,0.3247931000078097,1
511,150,1,70,neutral,none,right,right,1,0.3653145999996923,1
511,151,1,71,neutral,none,left,left,0,0.5298135000048205,1
511,152,1,72,invalid,right,left,right,1,0.28942729998379946,0
511,153,1,73,neutral,none,right,left,0,0.29846809996524826,0
511,154,1,74,neutral,none,right,right,1,0.34822210000129417,1
511,155,1,75,invalid,left,right,right,1,0.8726621000096202,1
511,156,1,76,valid,left,left,left,0,0.3580682000028901,1
511,157,1,77,neutral,none,left,right,1,0.35187169996788725,0
511,158,1,78,neutral,none,left,right,1,0.3902389000286348,0
511,159,1,79,neutral,none,left,left,0,0.6846124000148848,1
455,0,0,0,valid,right,right,right,1,0.3752161999582313,1
455,1,0,1,valid,right,right,right,1,0.720744599995669,1
455,2,0,2,invalid,left,right,left,0,0.6324726999737322,0
455,3,0,3,neutral,none,left,left,0,0.45947060000617057,1
455,4,0,4,neutral,none,right,left,0,0.73178850003751,0
455,5,0,5,valid,left,left,right,1,0.5042701999773271,0
455,6,0,6,neutral,none,right,left,0,0.4371450999751687,0
455,7,0,7,valid,left,left,left,0,0.836838000046555,1
455,8,0,8,valid,right,right,right,1,0.4069428999791853,1
455,9,0,9,neutral,none,left,left,0,0.840495300013572,1
455,10,0,10,invalid,left,right,right,1,0.6517316999961622,1
455,11,0,11,neutral,none,right,right,1,0.5076996000134386,1
455,12,0,12,neutral,none,left,left,0,0.7214171999949031,1
455,13,0,13,valid,left,left,left,0,1.2284134000074118,1
455,14,0,14,neutral,none,right,right,1,1.0054380999645218,1
455,15,0,15,valid,left,left,right,1,0.6240454000071622,0
455,16,0,16,neutral,none,left,left,0,0.8203062000102364,1
455,17,0,17,neutral,none,left,right,1,0.5678151999600232,0
455,18,0,18,neutral,none,right,right,1,1.0145520999794826,1
455,19,0,19,valid,left,left,left,0,0.41890319995582104,1
455,20,0,20,neutral,none,left,right,1,1.0114921999629587,0
455,21,0,21,invalid,left,right,right,1,0.7104359000222757,1
455,22,0,22,neutral,none,right,left,0,1.0598020000034012,0
455,23,0,23,valid,left,left,right,1,0.6154551000217907,0
455,24,0,24,neutral,none,right,right,1,0.6699283000198193,1
455,25,0,25,neutral,none,left,right,1,0.9766736999736167,0
455,26,0,26,neutral,none,left,left,0,0.4986642000149004,1
455,27,0,27,neutral,none,left,right,1,0.7349988000351004,0
455,28,0,28,valid,right,right,right,1,0.4656525999889709,1
455,29,0,29,neutral,none,left,right,1,0.7495754000265151,0
455,30,0,30,valid,right,right,left,0,0.5511727000121027,0
455,31,0,31,valid,left,left,left,0,0.44979300000704825,1
455,32,0,32,neutral,none,right,right,1,0.6857079000328667,1
455,33,0,33,neutral,none,right,right,1,0.5878566000028513,1
455,34,0,34,valid,left,left,left,0,0.633979799982626,1
455,35,0,35,neutral,none,right,right,1,0.48026499996194616,1
455,36,0,36,neutral,none,left,right,1,0.7021326000103727,0
455,37,0,37,neutral,none,right,left,0,0.7563194999820553,0
455,38,0,38,neutral,none,right,right,1,0.4008699000114575,1
455,39,0,39,neutral,none,right,right,1,0.6696531999623403,1
455,40,0,40,neutral,none,left,left,0,0.6082581999944523,1
455,41,0,41,neutral,none,right,right,1,0.548368500021752,1
455,42,0,42,valid,right,right,right,1,0.3292051999596879,1
455,43,0,43,neutral,none,left,left,0,0.3519439000519924,1
455,44,0,44,valid,right,right,right,1,0.4426753000007011,1
455,45,0,45,neutral,none,left,right,1,0.24842029996216297,0
455,46,0,46,valid,right,right,left,0,0.36507670005084947,0
455,47,0,47,invalid,left,right,right,1,0.5684798000147566,1
455,48,0,48,neutral,none,left,left,0,0.4660617999616079,1
455,49,0,49,valid,left,left,right,1,0.4205743999918923,0
455,50,0,50,valid,right,right,right,1,0.3293618999887258,1
455,51,0,51,neutral,none,left,right,1,0.4175870000035502,0
455,52,0,52,neutral,none,right,left,0,0.4061661000014283,0
455,53,0,53,valid,right,right,right,1,0.27505150000797585,1
455,54,0,54,neutral,none,left,right,1,0.548462999984622,0
455,55,0,55,valid,left,left,left,0,0.4540739000076428,1
455,56,0,56,valid,right,right,right,1,0.2918195999809541,1
455,57,0,57,invalid,right,left,right,1,0.4731816000421531,0
455,58,0,58,valid,left,left,left,0,0.3345720000215806,1
455,59,0,59,valid,right,right,right,1,0.3005616000154987,1
455,60,0,60,valid,right,right,right,1,0.3646986999665387,1
455,61,0,61,valid,right,right,left,0,0.3479613999952562,0
455,62,0,62,neutral,none,right,left,0,0.34361510002054274,0
455,63,0,63,neutral,none,left,right,1,0.3842191000003368,0
455,64,0,64,valid,left,left,left,0,0.4110809999983758,1
455,65,0,65,valid,left,left,right,1,0.4064102999982424,0
455,66,0,66,neutral,none,left,left,0,0.47554400004446507,1
455,67,0,67,neutral,none,right,right,1,0.37789549998706207,1
455,68,0,68,invalid,right,left,right,1,0.3159160999930464,0
455,69,0,69,invalid,right,left,right,1,0.3257982999784872,0
455,70,0,70,valid,right,right,right,1,0.6897151000448503,1
455,71,0,71,neutral,none,right,left,0,0.4070113999769091,0
455,72,0,72,neutral,none,left,right,1,0.311752500012517,0
455,73,0,73,neutral,none,right,left,0,0.42160119995241985,0
455,74,0,74,valid,left,left,left,0,0.4143136999919079,1
455,75,0,75,neutral,none,right,right,1,0.4222410999936983,1
455,76,0,76,valid,left,left,right,1,0.6349310000077821,0
455,77,0,77,invalid,right,left,right,1,0.5420300999539904,0
455,78,0,78,valid,right,right,left,0,0.7792661999701522,0
455,79,0,79,valid,left,left,left,0,0.2867947000195272,1
455,80,1,0,valid,right,right,right,1,0.34266319999005646,1
455,81,1,1,neutral,none,left,right,1,0.4086204000050202,0
455,82,1,2,valid,right,right,right,1,0.26427340001100674,1
455,83,1,3,neutral,none,right,left,0,0.35841779998736456,0
455,84,1,4,valid,right,right,right,1,1.2436071000411175,1
455,85,1,5,neutral,none,left,right,1,0.35534090001601726,0
455,86,1,6,neutral,none,left,left,0,0.24600620003184304,1
455,87,1,7,neutral,none,right,right,1,0.8182784999953583,1
455,88,1,8,neutral,none,left,right,1,0.4058806999819353,0
455,89,1,9,invalid,left,right,left,0,0.2663042999920435,0
455,90,1,10,valid,right,right,right,1,0.28183110000099987,1
455,91,1,11,neutral,none,left,left,0,0.3911711999680847,1
455,92,1,12,neutral,none,left,right,1,0.49269569996977225,0
455,93,1,13,neutral,none,right,left,0,0.5246923000086099,0
455,94,1,14,neutral,none,right,right,1,0.4180192000349052,1
455,95,1,15,neutral,none,left,right,1,0.36510490003274754,0
455,96,1,16,valid,right,right,right,1,0.4862757000373677,1
455,97,1,17,invalid,left,right,left,0,0.3492641000193544,0
455,98,1,18,valid,left,left,left,0,0.4219323000288568,1
455,99,1,19,neutral,none,left,right,1,0.36015199997927994,0
455,100,1,20,neutral,none,right,left,0,0.4510236000060104,0
455,101,1,21,valid,right,right,right,1,0.481693500012625,1
455,102,1,22,neutral,none,left,right,1,0.4790656000259333,0
455,103,1,23,neutral,none,right,left,0,0.6789838999975473,0
455,104,1,24,valid,right,right,right,1,0.22809119999874383,1
455,105,1,25,valid,left,left,left,0,0.3062874000170268,1
455,106,1,26,valid,right,right,right,1,0.24597450002329424,1
455,107,1,27,valid,right,right,right,1,0.3373223000089638,1
455,108,1,28,valid,right,right,left,0,0.2643745999666862,0
455,109,1,29,valid,right,right,left,0,0.3841285000089556,0
455,110,1,30,invalid,left,right,right,1,0.3898720999713987,1
455,111,1,31,neutral,none,right,left,0,0.3225357999908738,0
455,112,1,32,valid,left,left,right,1,0.5598094000015408,0
455,113,1,33,valid,right,right,right,1,0.25075129995821044,1
455,114,1,34,neutral,none,right,left,0,0.27113760000793263,0
455,115,1,35,valid,left,left,left,0,0.3879464999772608,1
455,116,1,36,neutral,none,right,right,1,0.4349130999762565,1
455,117,1,37,valid,left,left,left,0,0.5763984000077471,1
455,118,1,38,neutral,none,right,right,1,0.373680200020317,1
455,119,1,39,neutral,none,right,left,0,0.3382911999942735,0
455,120,1,40,valid,left,left,right,1,0.27972970000701025,0
455,121,1,41,neutral,none,left,left,0,0.3034019999904558,1
455,122,1,42,valid,right,right,right,1,0.3285261999699287,1
455,123,1,43,neutral,none,left,left,0,0.35103049996541813,1
455,124,1,44,valid,left,left,left,0,0.26585780002642423,1
455,125,1,45,neutral,none,left,right,1,0.3760985999833792,0
455,126,1,46,neutral,none,left,left,0,0.4142973000416532,1
455,127,1,47,neutral,none,right,right,1,0.29970829997910187,1
455,128,1,48,invalid,left,right,left,0,0.2663697999669239,0
455,129,1,49,neutral,none,left,right,1,0.3662748000351712,0
455,130,1,50,neutral,none,right,left,0,0.2559655999648385,0
455,131,1,51,valid,left,left,left,0,0.23565320001216605,1
455,132,1,52,valid,right,right,right,1,0.4265202999813482,1
455,133,1,53,neutral,none,right,left,0,0.3401939999894239,0
455,134,1,54,valid,left,left,left,0,0.2915948000154458,1
455,135,1,55,valid,left,left,right,1,0.4135598000138998,0
455,136,1,56,valid,left,left,right,1,0.4649740000022575,0
455,137,1,57,neutral,none,right,left,0,0.4982016999856569,0
455,138,1,58,valid,left,left,left,0,0.5263543000328355,1
455,139,1,59,neutral,none,left,right,1,0.3999263999867253,0
455,140,1,60,neutral,none,right,left,0,0.5186920999549329,0
455,141,1,61,neutral,none,left,right,1,0.31658370001241565,0
455,142,1,62,valid,right,right,right,1,0.2439393000095151,1
455,143,1,63,valid,left,left,left,0,0.23516670003300533,1
455,144,1,64,valid,left,left,left,0,NA,1
455,145,1,65,valid,right,right,right,1,0.24840840004617348,1
455,146,1,66,neutral,none,left,left,0,0.3093322000349872,1
455,147,1,67,neutral,none,left,left,0,NA,1
455,148,1,68,neutral,none,left,left,0,0.2584487999556586,1
455,149,1,69,valid,left,left,left,0,0.20317659998545423,1
455,150,1,70,neutral,none,right,right,1,0.2918039000360295,1
455,151,1,71,neutral,none,right,left,0,0.2830521000432782,0
455,152,1,72,invalid,right,left,right,1,0.25218469998799264,0
455,153,1,73,valid,left,left,left,0,0.33622910000849515,1
455,154,1,74,invalid,right,left,right,1,0.5172434999840334,0
455,155,1,75,neutral,none,left,left,0,0.40988910000305623,1
455,156,1,76,invalid,right,left,right,1,0.26387419999809936,0
455,157,1,77,neutral,none,right,left,0,0.343546400021296,0
455,158,1,78,neutral,none,right,right,1,0.3738215999910608,1
455,159,1,79,invalid,right,left,right,1,0.32680669997353107,0
239,0,0,0,valid,right,right,right,1,0.8771371719922172,1
239,1,0,1,valid,left,left,left,0,0.7267097630101489,1
239,2,0,2,neutral,none,left,left,0,0.8523270389996469,1
239,3,0,3,neutral,none,right,right,1,0.7587465480028186,1
239,4,0,4,neutral,none,right,left,0,0.8286280800093664,0
239,5,0,5,valid,left,left,right,1,1.002041031999397,0
239,6,0,6,valid,right,right,left,0,0.6966192969994154,0
239,7,0,7,neutral,none,left,left,0,0.8158331840095343,1
239,8,0,8,neutral,none,right,right,1,0.8619606819993351,1
239,9,0,9,valid,right,right,right,1,1.0579640500072856,1
239,10,0,10,valid,left,left,left,0,1.0463560270000016,1
239,11,0,11,neutral,none,right,left,0,NA,0
239,12,0,12,valid,left,left,left,0,1.190581757997279,1
239,13,0,13,neutral,none,left,right,1,0.9400590900040696,0
239,14,0,14,neutral,none,left,left,0,0.5688497430091957,1
239,15,0,15,neutral,none,left,right,1,0.6358219859976089,0
239,16,0,16,valid,left,left,left,0,0.6757937149959616,1
239,17,0,17,neutral,none,right,left,0,0.6346969259902835,0
239,18,0,18,valid,left,left,right,1,0.8989088950038422,0
239,19,0,19,invalid,left,right,right,1,0.8018190130096627,1
239,20,0,20,valid,left,left,left,0,0.7035857720038621,1
239,21,0,21,neutral,none,right,right,1,0.7359493099938845,1
239,22,0,22,neutral,none,left,left,0,0.8252657580014784,1
239,23,0,23,neutral,none,right,right,1,0.8187678880058229,1
239,24,0,24,neutral,none,left,left,0,0.8147696450032527,1
239,25,0,25,neutral,none,left,left,0,0.8267055799951777,1
239,26,0,26,neutral,none,right,right,1,0.8114566810108954,1
239,27,0,27,neutral,none,right,right,1,0.8909338060038863,1
239,28,0,28,valid,left,left,left,0,0.9898763969977152,1
239,29,0,29,neutral,none,left,right,1,0.8747648429998662,0
239,30,0,30,valid,right,right,right,1,0.7985210499900859,1
239,31,0,31,neutral,none,right,right,1,0.7975700649985811,1
239,32,0,32,invalid,right,left,left,0,0.9124848420033232,1
239,33,0,33,neutral,none,left,left,0,0.934501862997422,1
239,34,0,34,valid,right,right,left,0,1.1877785370015772,0
239,35,0,35,valid,left,left,left,0,0.9139971939875976,1
239,36,0,36,neutral,none,right,right,1,1.012370626005577,1
239,37,0,37,valid,right,right,right,1,1.1068333009898197,1
239,38,0,38,valid,left,left,left,0,0.9449496589950286,1
239,39,0,39,neutral,none,right,right,1,0.8558243089937605,1
239,40,0,40,neutral,none,right,right,1,0.9840639820031356,1
239,41,0,41,invalid,right,left,left,0,1.1539845710067311,1
239,42,0,42,neutral,none,left,left,0,0.8375009089941159,1
239,43,0,43,valid,right,right,left,0,1.1260252540087097,0
239,44,0,44,valid,left,left,left,0,1.071291528001893,1
239,45,0,45,valid,right,right,left,0,0.9681205110100564,0
239,46,0,46,valid,left,left,left,0,0.8272778690006817,1
239,47,0,47,invalid,left,right,right,1,1.028367494000122,1
239,48,0,48,neutral,none,left,left,0,0.8077309289947152,1
239,49,0,49,neutral,none,left,left,0,1.1102117289992748,1
239,50,0,50,valid,right,right,left,0,1.384290328991483,0
239,51,0,51,invalid,left,right,right,1,1.019113534988719,1
239,52,0,52,neutral,none,left,left,0,0.9882884019898484,1
239,53,0,53,neutral,none,left,left,0,1.16241238200746,1
239,54,0,54,invalid,right,left,left,0,0.7608210399921518,1
239,55,0,55,valid,right,right,right,1,0.7111084879870759,1
239,56,0,56,neutral,none,right,left,0,0.9975241100037238,0
239,57,0,57,neutral,none,left,left,0,1.0827673169987977,1
239,58,0,58,invalid,right,left,left,0,0.9143059060006636,1
239,59,0,59,neutral,none,right,left,0,0.9642994059977354,0
239,60,0,60,valid,right,right,left,0,NA,0
239,61,0,61,valid,left,left,left,0,0.7226080910040764,1
239,62,0,62,valid,right,right,left,0,0.7560481609980343,0
239,63,0,63,valid,left,left,left,0,0.7558994950086344,1
239,64,0,64,valid,left,left,left,0,0.8356606129964348,1
239,65,0,65,neutral,none,right,left,0,0.7328429909975966,0
239,66,0,66,neutral,none,right,left,0,1.1344628910010215,0
239,67,0,67,neutral,none,right,right,1,0.8751620059920242,1
239,68,0,68,valid,right,right,left,0,NA,0
239,69,0,69,valid,right,right,right,1,0.6658796319970861,1
239,70,0,70,neutral,none,right,left,0,0.7840382459980901,0
239,71,0,71,invalid,left,right,right,1,0.7152271389932139,1
239,72,0,72,valid,right,right,left,0,0.8337252780038398,0
239,73,0,73,neutral,none,left,right,1,0.6548279800044838,0
239,74,0,74,neutral,none,left,left,0,0.6271367250010371,1
239,75,0,75,valid,right,right,left,0,0.7283897070010426,0
239,76,0,76,valid,left,left,left,0,0.9923433910007587,1
239,77,0,77,neutral,none,left,left,0,0.8769101450016024,1
239,78,0,78,neutral,none,left,left,0,0.8472659039980499,1
239,79,0,79,neutral,none,right,right,1,1.0378439789928962,1
239,80,1,0,valid,left,left,left,0,0.8026085559977219,1
239,81,1,1,neutral,none,left,left,0,0.9890405600017402,1
239,82,1,2,valid,left,left,left,0,0.6876022119977279,1
239,83,1,3,valid,left,left,left,0,0.8544338800129481,1
239,84,1,4,neutral,none,right,left,0,0.802925772004528,0
239,85,1,5,neutral,none,left,left,0,0.782988948005368,1
239,86,1,6,neutral,none,right,left,0,0.7304753939970396,0
239,87,1,7,neutral,none,right,right,1,1.028102073003538,1
239,88,1,8,neutral,none,left,left,0,1.1535975900042104,1
239,89,1,9,neutral,none,left,left,0,0.8701274330087472,1
239,90,1,10,valid,right,right,right,1,1.2077417939872248,1
239,91,1,11,neutral,none,right,left,0,0.9342368240031648,0
239,92,1,12,neutral,none,left,left,0,0.9506368520087564,1
239,93,1,13,neutral,none,right,right,1,1.333547605012427,1
239,94,1,14,invalid,right,left,left,0,1.198974017999717,1
239,95,1,15,neutral,none,left,left,0,1.0594701579975665,1
239,96,1,16,neutral,none,left,left,0,0.926036966004176,1
239,97,1,17,valid,left,left,left,0,1.0698637210007291,1
239,98,1,18,neutral,none,right,left,0,0.8981394290021854,0
239,99,1,19,valid,right,right,right,1,1.2605463829968355,1
239,100,1,20,valid,left,left,left,0,0.8800401269982103,1
239,101,1,21,neutral,none,right,right,1,1.2895222250081133,1
239,102,1,22,invalid,left,right,right,1,0.6567393419973087,1
239,103,1,23,valid,left,left,left,0,0.9688141049991827,1
239,104,1,24,valid,right,right,left,0,0.8305040990089765,0
239,105,1,25,valid,left,left,left,0,0.888074066999252,1
239,106,1,26,neutral,none,left,right,1,1.116282228002092,0
239,107,1,27,neutral,none,right,right,1,1.0581346380058676,1
239,108,1,28,valid,right,right,left,0,1.3541061930009164,0
239,109,1,29,neutral,none,right,right,1,1.2176239639957205,1
239,110,1,30,valid,left,left,right,1,0.9704643439908978,0
239,111,1,31,valid,right,right,left,0,0.8380606809951132,0
239,112,1,32,neutral,none,left,left,0,0.846653653003159,1
239,113,1,33,valid,right,right,right,1,0.8079412130027777,1
239,114,1,34,valid,left,left,left,0,0.7583289890026208,1
239,115,1,35,valid,right,right,right,1,0.9099878379929578,1
239,116,1,36,neutral,none,left,left,0,0.6285719690058613,1
239,117,1,37,valid,right,right,right,1,0.854002791995299,1
239,118,1,38,valid,left,left,left,0,0.8705484629899729,1
239,119,1,39,neutral,none,left,right,1,0.754205004996038,0
239,120,1,40,neutral,none,left,left,0,0.7056937979941722,1
239,121,1,41,valid,right,right,right,1,1.1418576979922364,1
239,122,1,42,neutral,none,right,right,1,0.9187356869952056,1
239,123,1,43,neutral,none,right,right,1,0.924451693004812,1
239,124,1,44,valid,left,left,left,0,0.8339781919930829,1
239,125,1,45,valid,right,right,right,1,1.39113516001089,1
239,126,1,46,valid,right,right,left,0,0.8779110699979356,0
239,127,1,47,valid,right,right,right,1,0.8650438240001677,1
239,128,1,48,invalid,left,right,right,1,1.3832559870061232,1
239,129,1,49,valid,left,left,left,0,0.9172654599969974,1
239,130,1,50,valid,right,right,right,1,0.791015694005182,1
239,131,1,51,invalid,right,left,left,0,0.8380299800046487,1
239,132,1,52,invalid,right,left,left,0,1.0189190449891612,1
239,133,1,53,neutral,none,left,left,0,0.678782044997206,1
239,134,1,54,neutral,none,left,left,0,0.8386282699939329,1
239,135,1,55,valid,left,left,left,0,0.7375543840025784,1
239,136,1,56,neutral,none,right,left,0,1.0665747949969957,0
239,137,1,57,valid,left,left,left,0,0.8793461930035846,1
239,138,1,58,valid,left,left,left,0,0.8384819219936617,1
