"id","trial","direction","condition","corrAns","resp","corr","rt"
"sub-011",59,"left","speed","left","left",1,0.535109708998789
"sub-011",60,"right","speed","right","right",1,0.411681292000139
"sub-012",1,"right","speed","right","right",1,1.48891645800904
"sub-012",2,"left","speed","left","left",1,0.532754750005552
"sub-012",3,"left","speed","left","left",1,0.659380249999231
"sub-012",4,"right","speed","right","right",1,1.14081395800167
"sub-012",5,"left","speed","left","left",1,1.11800149999908
"sub-012",6,"right","speed","right","left",0,0.941995791989029
"sub-012",7,"right","speed","right","right",1,1.10224395799742
"sub-012",8,"left","speed","left","left",1,0.607289457999286
"sub-012",9,"right","speed","right","right",1,0.654044875002
"sub-012",10,"left","speed","left","left",1,0.846845416992437
"sub-012",11,"right","speed","right","right",1,0.722966666013235
"sub-012",12,"left","speed","left","left",1,0.499533459005761
"sub-012",13,"right","speed","right","right",1,0.512025582997012
"sub-012",14,"left","speed","left","left",1,0.54635629200493
"sub-012",15,"right","speed","right","right",1,0.500116292008897
"sub-012",16,"left","speed","left","left",1,0.539065290999133
"sub-012",17,"right","speed","right","right",1,0.42884433400468
"sub-012",18,"left","speed","left","left",1,0.506799208000302
"sub-012",19,"right","speed","right","right",1,0.590747666996322
"sub-012",20,"left","speed","left","left",1,0.530163667004672
"sub-012",21,"right","speed","right","right",1,0.735343708001892
"sub-012",22,"left","speed","left","left",1,0.431121708999854
"sub-012",23,"left","speed","left","left",1,0.540321583001059
"sub-012",24,"right","speed","right","right",1,0.383370541996555
"sub-012",25,"right","speed","right","right",1,0.755783250002423
"sub-012",26,"left","speed","left","left",1,0.390238292005961
"sub-012",27,"right","speed","right","right",1,0.466916207995382
"sub-012",28,"left","speed","left","left",1,0.366247375000967
"sub-012",29,"right","speed","right","right",1,0.409555790989543
"sub-012",30,"left","speed","left","left",1,0.484815666000941
"sub-012",31,"left","speed","left","left",1,0.67293441700167
"sub-012",32,"right","speed","right","right",1,0.372156583005562
"sub-012",33,"right","speed","right","right",1,0.796263417010778
